R238726,R176578
R506625,R418930
R623611,R272964
R974718,R393129
R245589,R410864
R837069,R862378
R134530,R224871
R534282,R176507
R424239,R750384
R731108,R626045
R175574,R459492
R416800,R968742
R789209,R485216
R653749,R904832
R995890,R841961
R596596,R206925
R854833,R830074
R467839,R580210
R327774,R752064
R792392,R928283
R185517,R924319
R515409,R306341
R989968,R588868
R666073,R875421
R855426,R103922
R252059,R585742
R940512,R916483
R271931,R779410
R303916,R974738
R865763,R563573
R653558,R645687
R384266,R471449
R689011,R903191
R320823,R165027
R351722,R904110
R162975,R164130
R700299,R167671
R123214,R204558
R474674,R502611
R792523,R743520
R545481,R374316
R495997,R312432
R837267,R768040
R701125,R968618
R134039,R750865
R632295,R201882
R561545,R867118
R266413,R174465
R430453,R663078
R259601,R177827
R191550,R596209
R496320,R551804
R206132,R957242
R716142,R395801
R197903,R724462
R137330,R625037
R673634,R122656
R190549,R641780
R784247,R928369
R329898,R875607
R486845,R892042
R958236,R334006
R700367,R469157
R921043,R712546
R583334,R463039
R383199,R533535
R528549,R850916
R902894,R960890
R684399,R684828
R303216,R838997
R107838,R231237
R358132,R883029
R875693,R568181
R764923,R791250
R377700,R865747
R636785,R845220
R672312,R700285
R358841,R222823
R601647,R836456
R193773,R960072
R840112,R182524
R572006,R107013
R384371,R614856
R285992,R928651
R609113,R156123
R613600,R368903
R998969,R680585
R327554,R264557
R448381,R463807
R794458,R328008
R345794,R558838
R189778,R874261
R660400,R685524
R962151,R324752
R107699,R721677
R374804,R395684
R805920,R919363
R316034,R672409
R957662,R956396
R851920,R860698
R152926,R314002
R820395,R241162
R306994,R965779
R245975,R280825
R247925,R862463
R266127,R746152
R499671,R340156
R713305,R105060
R447927,R454836
R646835,R988789
R287727,R949196
R336369,R500129
R889425,R885048
R926742,R955693
R507597,R934504
R861024,R563816
R298705,R755385
R268053,R247111
R821957,R523771
R335201,R772518
R285537,R952437
R539646,R680323
R298029,R879411
R273939,R950138
R464876,R387726
R528770,R301043
R274480,R607841
R915420,R377736
R428122,R595890
R953118,R273237
R229309,R435055
R172276,R993098
R926828,R269213
R316097,R683728
R460963,R532982
R126036,R376843
R291439,R911148
R629349,R621186
R322802,R961520
R770322,R516949
R863437,R809679
R275861,R439583
R722954,R627567
R650146,R481901
R311738,R660497
R474455,R865976
R243231,R896611
R824500,R480642
R100250,R596172
R769445,R772016
R566467,R171543
R171538,R250694
R167011,R305901
R904548,R585803
R720380,R566955
R778712,R664148
R423483,R783752
R993042,R897083
R454515,R473203
R156365,R744440
R563937,R126953
R220426,R459548
R528745,R935179
R711971,R990425
R377464,R730271
R820717,R823976
R458387,R996180
R509789,R385375
R383027,R404349
R110101,R299241
R690867,R353181
R584971,R969805
R408699,R745871
R886078,R144272
R105603,R747314
R360601,R410995
R971211,R678036
R112546,R289743
R966313,R548119
R668674,R861064
R724630,R454332
R633114,R598203
R734341,R253408
R114723,R702610
R275465,R597842
R673367,R314809
R462342,R267465
R654684,R365116
R103690,R804551
R916056,R344027
R500487,R217628
R215019,R367687
R547020,R616546
R203432,R703807
R591099,R277224
R507289,R804166
R730780,R283505
R845412,R457314
R229421,R631200
R420506,R673275
R898184,R212004
R331025,R741539
R461517,R961203
R262477,R253377
R970986,R457006
R324684,R536467
R928757,R343525
R507994,R181302
R662128,R180244
R283054,R773939
R224245,R189749
R794066,R249984
R443502,R205056
R203794,R837527
R842304,R438921
R181102,R171138
R902296,R649572
R372969,R316646
R771546,R286139
R303799,R204606
R538984,R227535
R188632,R885220
R706498,R967576
R906604,R221653
R422550,R310545
R403157,R585571
R876547,R537312
R931463,R351753
R357586,R455993
R980935,R485950
R934789,R763169
R948556,R839341
R233845,R487705
R764140,R196472
R405507,R381624
R694245,R634569
R979417,R637864
R917551,R124848
R341021,R829604
R676244,R455921
R693335,R657367
R647338,R226338
R421130,R968423
R921831,R800944
R471697,R180732
R947603,R404574
R650186,R221678
R109576,R307491
R455276,R776923
R773286,R673968
R971891,R184244
R896467,R856943
R588759,R686284
R479663,R212348
R650863,R459437
R891884,R694231
R528494,R802127
R575409,R477941
R622448,R804304
R691172,R427335
R123849,R343601
R156710,R568920
R918732,R497422
R287040,R646404
R670531,R170533
R183604,R311062
R272741,R992383
R962283,R152157
R882706,R976022
R318420,R727491
R528205,R872938
R964719,R832781
R819143,R447558
R370601,R662348
R892146,R560485
R455050,R393139
R947924,R550962
R108029,R829760
R562772,R433955
R465556,R858231
R596352,R156816
R626357,R743533
R538648,R211723
R928943,R979136
R923928,R625129
R579147,R984473
R720748,R566320
R403812,R376713
R429069,R879701
R847282,R614828
R734690,R798727
R939627,R468823
R678593,R999892
R982093,R392609
R311437,R785832
R816740,R573925
R172493,R442114
R623521,R107815
R884604,R390699
R200474,R322894
R710919,R128701
R130765,R225310
R946537,R616673
R432873,R920269
R796727,R548156
R361399,R638904
R752125,R834807
R443037,R405415
R405213,R406751
R259175,R611224
R512459,R671639
R917404,R673966
R246242,R850142
R164640,R706444
R975891,R960142
R310346,R895608
R809364,R948995
R568790,R753791
R409697,R342497
R644271,R326734
R273607,R184837
R683129,R127132
R338666,R712900
R426913,R368091
R375532,R249404
R191194,R735820
R930449,R797938
R160182,R296673
R920036,R919120
R520573,R426925
R187762,R429481
R778913,R394830
R443012,R541403
R118544,R393247
R753535,R843258
R361502,R660540
R184306,R288349
R162609,R229673
R260887,R106340
R661199,R227440
R792071,R132578
R852353,R113017
R266576,R480173
R887676,R521074
R467391,R462673
R412282,R350688
R357028,R110661
R150524,R558744
R856900,R893703
R507376,R652277
R911316,R914015
R626856,R913412
R191702,R590860
R580713,R665235
R200099,R375860
R223674,R473920
R897866,R282947
R386838,R265030
R654099,R355982
R183437,R352967
R912652,R794049
R243752,R222303
R294340,R393736
R473313,R214336
R480076,R429627
R991255,R636832
R358712,R747036
R167173,R886262
R466672,R321667
R234780,R201913
R203856,R918526
R817645,R346403
R821248,R489201
R416968,R368399
R234787,R519051
R837895,R457578
R365624,R915652
R737663,R684070
R801595,R879712
R266156,R729085
R594321,R325348
R967632,R157720
R816394,R931000
R115374,R342544
R794827,R721527
R851557,R301821
R800259,R452650
R596110,R354922
R641612,R616535
R360368,R970717
R670954,R760323
R555015,R919997
R367950,R153172
R945423,R817283
R985624,R777208
R835373,R531913
R200917,R181947
R514307,R850855
R681487,R782974
R489725,R899095
R547197,R902696
R612810,R606132
R514295,R427198
R505154,R740603
R679465,R422073
R944844,R636416
R558627,R193980
R261190,R178584
R277577,R600808
R904967,R698503
R553922,R866427
R798424,R869690
R228966,R810601
R993707,R716434
R296293,R144799
R487777,R462462
R221268,R239969
R712851,R183710
R760475,R836594
R393954,R176019
R396559,R701368
R211274,R331221
R253147,R203661
R160118,R830819
R178747,R902114
R971613,R763083
R734544,R184199
R736036,R372349
R296614,R189857
R285693,R114155
R383724,R736591
R802972,R510484
R792483,R504375
R533997,R443280
R145430,R821086
R173270,R207293
R564436,R377836
R251848,R500224
R544236,R641660
R654127,R193283
R770932,R844514
R573398,R562855
R175265,R470204
R457938,R867092
R937806,R373286
R247857,R347387
R183908,R409605
R862789,R330773
R869043,R856253
R939902,R942818
R784706,R203076
R408378,R575774
R666862,R481179
R767465,R293741
R865732,R549485
R714005,R234980
R571989,R103682
R796002,R422495
R521523,R627087
R895736,R601955
R610805,R455230
R473677,R465344
R362634,R776977
R693853,R505202
R332239,R123399
R528322,R133520
R937333,R835391
R490520,R761623
R129854,R496241
R441221,R366737
R302282,R677503
R223755,R152938
R669946,R623812
R377204,R324061
R228419,R144653
R622776,R368013
R990679,R946682
R964198,R986427
R482675,R875965
R634541,R757735
R379216,R480283
R126334,R306021
R857131,R613185
R679714,R491756
R620406,R682544
R372419,R264355
R794443,R121106
R105798,R609839
R277586,R190476
R999444,R157921
R614803,R546511
R811105,R452009
R194010,R460406
R835798,R518049
R556957,R221511
R587532,R666649
R954298,R105127
R807708,R322888
R349600,R813388
R254904,R963155
R208269,R194429
R883335,R306186
R415751,R972008
R781918,R591400
R468384,R767889
R322698,R667965
R684857,R622017
R514950,R870511
R983727,R892001
R998898,R837185
R696766,R906308
R164577,R354428
R451578,R481677
R839118,R358259
R310491,R282114
R494139,R500537
R650234,R251600
R659177,R907501
R908268,R636842
R400155,R895797
R804507,R590332
R968268,R493179
R337770,R437969
R133487,R860644
R434754,R212630
R285280,R944220
R398500,R162550
R725730,R826147
R488820,R630957
R124410,R700240
R717049,R513562
R595046,R355120
R968147,R936549
R774722,R810203
R259159,R542174
R427164,R365396
R435171,R866321
R334301,R593603
R290628,R448885
R699601,R275331
R571181,R857694
R786410,R730367
R697193,R891497
R589155,R604820
R867269,R212493
R938809,R776681
R900056,R419901
R420438,R948006
R411315,R954260
R830568,R697993
R511272,R741844
R893257,R609811
R604265,R749228
R765087,R232033
R215567,R326434
R600158,R104371
R653687,R638040
R806713,R900477
R923713,R997221
R733159,R924220
R242613,R634271
R196300,R809702
R892739,R563930
R923899,R798941
R143595,R127737
R231043,R748548
R897013,R818969
R168148,R781196
R650251,R726442
R934193,R906320
R902390,R691294
R244584,R127611
R589451,R251568
R876536,R736993
R985060,R382343
R300406,R207936
R942410,R936305
R559198,R285410
R784372,R666696
R987884,R262459
R835745,R601148
R202186,R438766
R514985,R135362
R808406,R830436
R175788,R555036
R793941,R933095
R851124,R720028
R435340,R773867
R630751,R805998
R322664,R865432
R940708,R426561
R971470,R144036
R804053,R818970
R991824,R798851
R939791,R864586
R795208,R614806
R281029,R215698
R896091,R998316
R299780,R275348
R715733,R934144
R891218,R275990
R636220,R431442
R519228,R108000
R639864,R884455
R749467,R416770
R194489,R933892
R153859,R209251
R947221,R763980
R285983,R380905
R368468,R210537
R528754,R272555
R237672,R149834
R187595,R758772
R535739,R222891
R361804,R260915
R318655,R588823
R869919,R266512
R622993,R917614
R767799,R189289
R446621,R242784
R560002,R574725
R488601,R296732
R821863,R600004
R770688,R259626
R364834,R383630
R797837,R342972
R615318,R230292
R760310,R956729
R989411,R353401
R384728,R525897
R831447,R542051
R841278,R501806
R829455,R104232
R335873,R266086
R367995,R826744
R527237,R148861
R886724,R144974
R724912,R543539
R509881,R939824
R853751,R815111
R291783,R224112
R328208,R155984
R208394,R465006
R514795,R714303
R722693,R574701
R298858,R150037
R587910,R632722
R328076,R901853
R841927,R597096
R533151,R738343
R520668,R978513
R503332,R677264
R664072,R588295
R688327,R317357
R863381,R372918
R375653,R762195
R431984,R938506
R922978,R858825
R708629,R731089
R397759,R122340
R633652,R208624
R145351,R440133
R271301,R238063
R334277,R348457
R468946,R219828
R782762,R538980
R946079,R617151
R650148,R814585
R100525,R130949
R749519,R100972
R624459,R132655
R516820,R159043
R229192,R708763
R820279,R138309
R609894,R816526
R600261,R712666
R116325,R314922
R562365,R487622
R883371,R312257
R638728,R202386
R460967,R229463
R365348,R211487
R986968,R164908
R753020,R349959
R142043,R736873
R163030,R864980
R736910,R744926
R512161,R551156
R474190,R558250
R784221,R685892
R399329,R103778
R260113,R446890
R833839,R687049
R727786,R457205
R225560,R632269
R306167,R594270
R922011,R466623
R913398,R840535
R735204,R413377
R699476,R697230
R738081,R910987
R592926,R953787
R854469,R169151
R748230,R899527
R886035,R441709
R815593,R251873
R735928,R689746
R272671,R157669
R442742,R172455
R714641,R167357
R633922,R226779
R759628,R311506
R412554,R632304
R296281,R915483
R997514,R803924
R502916,R982307
R744847,R749032
R987016,R948857
R971406,R967769
R476162,R435196
R162437,R694213
R612928,R459470
R260903,R198202
R815951,R932769
R657755,R384877
R801538,R573929
R342360,R723979
R467436,R604401
R784126,R148814
R257615,R756492
R745770,R769881
R846136,R837262
R708604,R245681
R264875,R811567
R532119,R839816
R416148,R894204
R156958,R613108
R776050,R686933
R410408,R627808
R960028,R391231
R813444,R889338
R690361,R256086
R143836,R314764
R476474,R182995
R803649,R967053
R575935,R461048
R188440,R803650
R518586,R216407
R715881,R441991
R728387,R755018
R100526,R114200
R834160,R513915
R102023,R898034
R427577,R980917
R292777,R227070
R187954,R493124
R918697,R982086
R895203,R681704
R509924,R516525
R257547,R780931
R531155,R423468
R867728,R953060
R455771,R132179
R332340,R610118
R437924,R310147
R670711,R279264
R786369,R178963
R555836,R178574
R680285,R170141
R397931,R255140
R532322,R168567
R277679,R211159
R761863,R519433
R688973,R376870
R589309,R795594
R424713,R686502
R881369,R427961
R172910,R661772
R460565,R454077
R822768,R592061
R174676,R530528
R651187,R448698
R315788,R191538
R558963,R714929
R727831,R923441
R389530,R723449
R562283,R241620
R511664,R477814
R106572,R527811
R711467,R979950
R681706,R857882
R685965,R177852
R396872,R496894
R925870,R889104
R463260,R274579
R908085,R960863
R602956,R536956
R188215,R669098
R459527,R789322
R804043,R164786
R173805,R934816
R538047,R349478
R213717,R849461
R202663,R108685
R681449,R478805
R299680,R412185
R977077,R754368
R438556,R465735
R850896,R319337
R612910,R253681
R668474,R348808
R491503,R913685
R685623,R728843
R441098,R135218
R643516,R858162
R828778,R430199
R772395,R144967
R934033,R725529
R914038,R231413
R293826,R861146
R170856,R649792
R628573,R457904
R585582,R270373
R998255,R592829
R804344,R808184
R354977,R312025
R167489,R243499
R340784,R376657
R792766,R672081
R667718,R541087
R322500,R262102
R119797,R874475
R261060,R468752
R845769,R670046
R569483,R256698
R326017,R862590
R571373,R647001
R749829,R143000
R686886,R851146
R474690,R604269
R688551,R960435
R294955,R635757
R920001,R778633
R499329,R883171
R364900,R701563
R347190,R385948
R510212,R285669
R149550,R699031
R729572,R387827
R841579,R440778
R876985,R246065
R176789,R907915
R962748,R524483
R325441,R119667
R344985,R884149
R259023,R486069
R784871,R402088
R468409,R418367
R302521,R930313
R177395,R614680
R456130,R845157
R403062,R138571
R518517,R556739
R436466,R621112
R418108,R900514
R773892,R326015
R491722,R836128
R875640,R902136
R228926,R172319
R808638,R526959
R327496,R712527
R485729,R242840
R131631,R298246
R563660,R176435
R408124,R303104
R117304,R236728
R402217,R757098
R190149,R118613
R153200,R384884
R665873,R765039
R625401,R401952
R955596,R976617
R607595,R458242
R959291,R639758
R801070,R601134
R921167,R735517
R317144,R275609
R996113,R485435
R746861,R804754
R430812,R194418
R222140,R829213
R985909,R350986
R276479,R354793
R299547,R563387
R186150,R173959
R571266,R232455
R196092,R271511
R151947,R658545
R454648,R803721
R562756,R840281
R433751,R756690
R215538,R631724
R970351,R195751
R399001,R401309
R635573,R619038
R638011,R534045
R513449,R532023
R256579,R699052
R466924,R691636
R492465,R269596
R419600,R415704
R617889,R774712
R855289,R408210
R736472,R813507
R969678,R970610
R877596,R656362
R845934,R555845
R446862,R939136
R905085,R782570
R545380,R226477
R121948,R825998
R442160,R410575
R401270,R709782
R720932,R356562
R727539,R116122
R713057,R717132
R974651,R456292
R510583,R530891
R292170,R728554
R189788,R580658
R358831,R470487
R958884,R862759
R937769,R516908
R705709,R774123
R817851,R962003
R387638,R323786
R612909,R370455
R856753,R279013
R173976,R567394
R828141,R357726
R177892,R819901
R810312,R441191
R547760,R916979
R690689,R295310
R471299,R728237
R570344,R395251
R476278,R563357
R548871,R770509
R768225,R938298
R114933,R787501
R484119,R535002
R985661,R618416
R889891,R967478
R697914,R446927
R750929,R961170
R430764,R171519
R478109,R821365
R723563,R199993
R212393,R737895
R500149,R408555
R723004,R522974
R921708,R897347
R245664,R814955
R602479,R972347
R514893,R815104
R370485,R761202
R887550,R241862
R684152,R555738
R269597,R780176
R704449,R768947
R126858,R748152
R507815,R827896
R871163,R557948
R984961,R557923
R231264,R325203
R273701,R507086
R555073,R112898
R369304,R178825
R909290,R646342
R542221,R362308
R539489,R566769
R252952,R630023
R902275,R443751
R587949,R126100
R733957,R929370
R289710,R794427
R656958,R820589
R332091,R469559
R600119,R198855
R799552,R465927
R342026,R479675
R729034,R156991
R197776,R596471
R722656,R635260
R527474,R781174
R323066,R321393
R159091,R155248
R306551,R888887
R140742,R852308
R968791,R842464
R685875,R580504
R829402,R537422
R567902,R721382
R602458,R117058
R659291,R164125
R920744,R514852
R326603,R793515
R319031,R135707
R603855,R540656
R187231,R321682
R428361,R160119
R963729,R927614
R758408,R127628
R142515,R443905
R615806,R318670
R187820,R430440
R970967,R897350
R998743,R923672
R352051,R542316
R433083,R172953
R170597,R117871
R746026,R927523
R350073,R498446
R992537,R858791
R808621,R446483
R550908,R248018
R200625,R792049
R415791,R482420
R508800,R611677
R144673,R445023
R999538,R870991
R844221,R639906
R675267,R804358
R777487,R868129
R959469,R299746
R458048,R412022
R245051,R223114
R914579,R225650
R229361,R653867
R302882,R911445
R602196,R902476
R908532,R283612
R402518,R778148
R630738,R276643
R688266,R758021
R182149,R435913
R844581,R322528
R976042,R747897
R489430,R721104
R393050,R458060
R215274,R667226
R249859,R457313
R537450,R951709
R915013,R362686
R244726,R230361
R264057,R211197
R181803,R336861
R675217,R679005
R936312,R289698
R134968,R399584
R650699,R350078
R449464,R615800
R992958,R159031
R336249,R497403
R241736,R759859
R673866,R162005
R974980,R146358
R373042,R691077
R770082,R735069
R738773,R251386
R477268,R133855
R895861,R349352
R772330,R744687
R811734,R253021
R148481,R217443
R398352,R192914
R985819,R170631
R436449,R408260
R253015,R278606
R607453,R474721
R525573,R715173
R513385,R482070
R598026,R917448
R560652,R812386
R129773,R937197
R994423,R583044
R514892,R577925
R159208,R194515
R810004,R905790
R365421,R630174
R463754,R293469
R296042,R721805
R691870,R618613
R337142,R838991
R689647,R111950
R570067,R943228
R534920,R879014
R397436,R973983
R306131,R485484
R299369,R645166
R262767,R609529
R256345,R325697
R777437,R793419
R275137,R875954
R896791,R798367
R253988,R224831
R537246,R166791
R651810,R976902
R995218,R606581
R254427,R828555
R146027,R972671
R667544,R395363
R398155,R600614
R383389,R375429
R965685,R973433
R470195,R966254
R532716,R778892
R592385,R359985
R653479,R314808
R995184,R177761
R881205,R589707
R976079,R420692
R179713,R722833
R311972,R300413
R668034,R784594
R478909,R860792
R334688,R425859
R931304,R791935
R969709,R802563
R474724,R851522
R110408,R684834
R513298,R340394
R287690,R127563
R332072,R128422
R732312,R298512
R845972,R736225
R825299,R460868
R504864,R120009
R177548,R740821
R769872,R868431
R277781,R171486
R254344,R569647
R399767,R561341
R871982,R210797
R600009,R857950
R648054,R378496
R162703,R585298
R851872,R481950
R458508,R123116
R688978,R576829
R680139,R308473
R273891,R483089
R379474,R639347
R268491,R265002
R282627,R929334
R908035,R344051
R500356,R369210
R896947,R396132
R211781,R134235
R741805,R732632
R593484,R823723
R430217,R936635
R405616,R156961
R628090,R990554
R857205,R612722
R604359,R543449
R583787,R995711
R856268,R792707
R618700,R519216
R575593,R218376
R718608,R878449
R687603,R303395
R715900,R546638
R709690,R643329
R118199,R773405
R331924,R590107
R853801,R198942
R143580,R776868
R568577,R736337
R470387,R388499
R384879,R603802
R284191,R820505
R641334,R333220
R929645,R875848
R713338,R664465
R860738,R307810
R315901,R932825
R724572,R372753
R371654,R704187
R700984,R324062
R100689,R437095
R326482,R537117
R383265,R857938
R716318,R282128
R857314,R116460
R852110,R801854
R245327,R679069
R143004,R333472
R456762,R788060
R523894,R177213
R682753,R228749
R454941,R211052
R866240,R413131
R777955,R205396
R173923,R873987
R887974,R988161
R258536,R623565
R987067,R423559
R487096,R503549
R709902,R245919
R540298,R457452
R694131,R115667
R320266,R140488
R533471,R659202
R405830,R702173
R827134,R984592
R618333,R182971
R777336,R104690
R188675,R945613
R335918,R102788
R318651,R759945
R564672,R635910
R913828,R679650
R354642,R889862
R842668,R241935
R212945,R117213
R665057,R712218
R593905,R146456
R475978,R296372
R581681,R190625
R753996,R704941
R734253,R681154
R379515,R980028
R347110,R778611
R869743,R370714
R683161,R208921
R329936,R986788
R804105,R879735
R142992,R242320
R980878,R939169
R954129,R380519
R384917,R286247
R286797,R829414
R656427,R774114
R510627,R963387
R915720,R657483
R702080,R290738
R350291,R944301
R541042,R974128
R248593,R535314
R294806,R493109
R381764,R200293
R645552,R445226
R351385,R155013
R904703,R617119
R914303,R841676
R107527,R610042
R347783,R143479
R939316,R312071
R838872,R399319
R507026,R534993
R756920,R212182
R414724,R629502
R969486,R904694
R112910,R437185
R776815,R626578
R398308,R120063
R189734,R779963
R176365,R561126
R879318,R909602
R371035,R606119
R159636,R964252
R758260,R450955
R109309,R872691
R325122,R743097
R730615,R245503
R910006,R512586
R136650,R508617
R661898,R808007
R740278,R454748
R757864,R300736
R965483,R163993
R750809,R423548
R200614,R163369
R305220,R224666
R595349,R209522
R238490,R909443
R369881,R431801
R307134,R394035
R653838,R884879
R228541,R304122
R409879,R927938
R496624,R457715
R324529,R675755
R713504,R670672
R641344,R374425
R730700,R118694
R774313,R972288
R748262,R209643
R781464,R948868
R382600,R878585
R910590,R108964
R202493,R440146
R399514,R263280
R327971,R538190
R582282,R802422
R884051,R733799
R226918,R439663
R868669,R824834
R799420,R385341
R511095,R250146
R802164,R661700
R651872,R922325
R120451,R472376
R626183,R104231
R208279,R863191
R970959,R933057
R368044,R448489
R994602,R562850
R540565,R536346
R407289,R527622
R567289,R773460
R979997,R660130
R547077,R357873
R831019,R664002
R389997,R185706
R354461,R787264
R202223,R148013
R262737,R552714
R479535,R807694
R494700,R269469
R198676,R543660
R929013,R203605
R323489,R438286
R535323,R138702
R506922,R177354
R817513,R203236
R154057,R192724
R294656,R684709
R739440,R845999
R649752,R882574
R922631,R168192
R521270,R324993
R172364,R489541
R926368,R596137
R271744,R747871
R165789,R520622
R955054,R722297
R803029,R461424
R360031,R884690
R535315,R288558
R618261,R676046
R505214,R923413
R158280,R916977
R709298,R140900
R734322,R178426
R262638,R717900
R904111,R998953
R943842,R621074
R404697,R378339
R602959,R554848
R363776,R305342
R109928,R729563
R626200,R511915
R698162,R465882
R151662,R321788
R128391,R138195
R711022,R654351
R510097,R295946
R571863,R965564
R302618,R144618
R741095,R735365
R640988,R195426
R524935,R530333
R580803,R865500
R650052,R894215
R257168,R503621
R885468,R941374
R760834,R882988
R779440,R304123
R862992,R769494
R243107,R353405
R772513,R875153
R341886,R996443
R994526,R651764
R300925,R239652
R453071,R175595
R286527,R836689
R418022,R761187
R131150,R638211
R403025,R614440
R729315,R515717
R470637,R888459
R205608,R216603
R283921,R973628
R386785,R627673
R553850,R655947
R704831,R803951
R997570,R209067
R654297,R295908
R430851,R422210
R994056,R461651
R221692,R128358
R882649,R925655
R606011,R735810
R112585,R523833
R935405,R702234
R629430,R762966
R630571,R323283
R282406,R427083
R426644,R685685
R764015,R793732
R781151,R207444
R287766,R447139
R633107,R776448
R276996,R711436
R325816,R201049
R860753,R998956
R763793,R578956
R767315,R784100
R842387,R555591
R926469,R892375
R114606,R776595
R961839,R859071
R660318,R691607
R653301,R944988
R353324,R345641
R491589,R195251
R315563,R830761
R896769,R873056
R232689,R437738
R672437,R107365
R935755,R497080
R486807,R703672
R363455,R538742
R738914,R983430
R143886,R721776
R376715,R338158
R928694,R108097
R446238,R651435
R440648,R995311
R544504,R627246
R762611,R464254
R397997,R914397
R870933,R357588
R688941,R331518
R840160,R600399
R285190,R241941
R560291,R293434
R815338,R840212
R870921,R782793
R690720,R735761
R583504,R752317
R721532,R833713
R423081,R962569
R854327,R353161
R954429,R975855
R181656,R482136
R595030,R142408
R381558,R468457
R752528,R246549
R638620,R600098
R590172,R836645
R190955,R960679
R107196,R695493
R515084,R207301
R193152,R232275
R534928,R542594
R579383,R641055
R569334,R472385
R229033,R180534
R946437,R825416
R755862,R355374
R440003,R847762
R861011,R289234
R780978,R585952
R400729,R107517
R928118,R930407
R358851,R665461
R870900,R831144
R129097,R418547
R230297,R869506
R521533,R127318
R276519,R295365
R894856,R172090
R844091,R539465
R347053,R778528
R926084,R221889
R294015,R829903
R128757,R595904
R764821,R746090
R428726,R804097
R713672,R782783
R253614,R165034
R125171,R451242
R348787,R515970
R918350,R278043
R136992,R668043
R915041,R685579
R487757,R264236
R691213,R886790
R701542,R448914
R647901,R388743
R676813,R326086
R478682,R584915
R787639,R674504
R631314,R570650
R207143,R211523
R931190,R898218
R955223,R895504
R200949,R137110
R437257,R449664
R645946,R674264
R875749,R782150
R133225,R994900
R286879,R300999
R622532,R449825
R928835,R510335
R503240,R468794
R903386,R470192
R870688,R282661
R972401,R428709
R762528,R765614
R273664,R602631
R629409,R603017
R218693,R551557
R791141,R434243
R593849,R624569
R472771,R634036
R571909,R523306
R479238,R788431
R180823,R948796
R399094,R341090
R835782,R227747
R184657,R638816
R798673,R373898
R834200,R378656
R563882,R459809
R780700,R220325
R165559,R544929
R921815,R146327
R134104,R205541
R672073,R630209
R203497,R166028
R406557,R183964
R196023,R184289
R409847,R165956
R395344,R809338
R623505,R629474
R591709,R390641
R963026,R560955
R294293,R483677
R272941,R996904
R590658,R488030
R515944,R126173
R654964,R359178
R150297,R223212
R747605,R384364
R777986,R926510
R788264,R647643
R163923,R266193
R230692,R248197
R619996,R548015
R317456,R896391
R335566,R929158
R261187,R897315
R344636,R750632
R557959,R195832
R574777,R537541
R652326,R480473
R794341,R798969
R382157,R398843
R873216,R445318
R756074,R520385
R660164,R193662
R349901,R351746
R775950,R901986
R338758,R184156
R446480,R220756
R315093,R228586
R297709,R306411
R753282,R914961
R341408,R953826
R319505,R271975
R639593,R439620
R734263,R138330
R345631,R149043
R904582,R281401
R219605,R941805
R687538,R324510
R375502,R535438
R848612,R617815
R757698,R380638
R939433,R302136
R256310,R673619
R908092,R745517
R647743,R405836
R816764,R743368
R556645,R924449
R391120,R402062
R338070,R217842
R759554,R438437
R695896,R315045
R467183,R444945
R681361,R894860
R151716,R202303
R570159,R236506
R297739,R193626
R826140,R977199
R464846,R676793
R589623,R221942
R406832,R370391
R537718,R268102
R101830,R154858
R736261,R850750
R556275,R748938
R220738,R245070
R184007,R130852
R942830,R315536
R736984,R509817
R516672,R234061
R249471,R961712
R988326,R136212
R845569,R467386
R578852,R723732
R115107,R394564
R573719,R315533
R877354,R888575
R331709,R701642
R335675,R634448
R741002,R812831
R916683,R682042
R663649,R559129
R836714,R827513
R194658,R812488
R205661,R648986
R108688,R355687
R396082,R900688
R834541,R985962
R488822,R777025
R670257,R408730
R593991,R150667
R962289,R460146
R275532,R765865
R500191,R329803
R391005,R385982
R681758,R226692
R240096,R940513
R698340,R342032
R700172,R744710
R476025,R342919
R400702,R137616
R868284,R587580
R399560,R427356
R224679,R567609
R926080,R129402
R683099,R300741
R381578,R470943
R723825,R580865
R428905,R942718
R504323,R516519
R655000,R848870
R183316,R216884
R498370,R951515
R318479,R367453
R941458,R829858
R705584,R284371
R626766,R709486
R254394,R535695
R661114,R751434
R919804,R564792
R749631,R981672
R662995,R623744
R155600,R633895
R144417,R299075
R321673,R110166
R185299,R540956
R809327,R639281
R858174,R762489
R833698,R572755
R601096,R579759
R204223,R629632
R642135,R697119
R235378,R209549
R536887,R913803
R730161,R567763
R960360,R360948
R243096,R144968
R640382,R103529
R224393,R941746
R844156,R916876
R873503,R537646
R464171,R631255
R322880,R993237
R460383,R106670
R767193,R155104
R618278,R917906
R241725,R610857
R612219,R750652
R833121,R553342
R133587,R808451
R399364,R878229
R861584,R579798
R159874,R503512
R126933,R885203
R324722,R819210
R966843,R653828
R644959,R453750
R905951,R130582
R581614,R461686
R986367,R575775
R400787,R846836
R993903,R275904
R708249,R773907
R793543,R993382
R984775,R205968
R156988,R497393
R506293,R342994
R428306,R912399
R831175,R912278
R563040,R282774
R576597,R279610
R836554,R371846
R234645,R229559
R445768,R878927
R726322,R784669
R600742,R138145
R976732,R257569
R871344,R656487
R634221,R224457
R139178,R406774
R812843,R186358
R889404,R920417
R995709,R351169
R419925,R779472
R942474,R331559
R949574,R913194
R953432,R198491
R618469,R230220
R642378,R415256
R887762,R112583
R471099,R269548
R558596,R338862
R505942,R767310
R886214,R184193
R186174,R581530
R443832,R465553
R593562,R508387
R500263,R865358
R647048,R538784
